16,695,9228,4299.38268661499,0.35237693786621094
85,707,445,30.253887176513672,0.03200721740722656
29,405,37297,2452.296733856201,0.06834983825683594
27,405,14301,936.1138343811035,0.10525035858154297
23,192,2582,279.4146537780762,0.1447458267211914
736,1824,5226,423.57707023620605,0.6392345428466797
27,192,9777,474.606990814209,0.06480693817138672
27,192,1999,92.16094017028809,0.007891654968261719
24,27,806,53.63965034484863,0.023630142211914062
42,57,2561,113.49177360534668,0.09943294525146484
24,27,1410,57.457685470581055,0.0051670074462890625
29,27,457,23.01645278930664,0.0056591033935546875
27,49,12125,4790.985584259033,0.4152708053588867
462,267,8668,679.6634197235107,0.5138750076293945
27,49,43341,2374.9570846557617,0.07448101043701172
36,49,5830,324.3904113769531,0.08452224731445312
28,543,23977,17426.568031311035,0.6556472778320312
466,1941,57863,8389.682292938232,1.5619535446166992
47,543,66294,4143.510818481445,0.08885669708251953
30,543,10279,632.392406463623,0.10981464385986328
30,478,40613,50856.117248535156,0.980320930480957
641,1816,56439,6912.494659423828,1.6920623779296875
65,478,151514,9616.100788116455,0.09676361083984375
37,478,65964,4252.558946609497,0.12347602844238281
36,85,74203,108342.2908782959,1.6706123352050781
433,1097,415920,31182.422876358032,8.400115966796875
37,85,116842,6607.909440994263,0.12278938293457031
36,85,21052,1256.6616535186768,0.12014389038085938
31,76,69640,87036.33737564087,1.6706361770629883
256,319,20678,1670.4075336456299,0.6786174774169922
64,72,59392,3509.530782699585,0.11700248718261719
68,72,3575,197.0064640045166,0.07368850708007812
33,58,323660,3527548.246383667,7.28424072265625
2987,1016,327530,82931.07175827026,12.358630180358887
39,53,2090443,135181.20217323303,0.12465763092041016
88,53,67403,4600.910902023315,0.13593482971191406
None
None
None
None
